Update,CurrentDate,CountDailyRows,CountTotalRows,CountTotalDays,CountWallets,CountTimesSentRewards,AverageSightings,SumTotalSentRewards,MostSeenSpecies,CountTotalPreorders
2022-05-18T02:50:03.9421807Z,5/18/2022,150,11223,29,10,183,220.06,45810,Chestnut-backed Chickadee,1366
